Company,Total Complaints,Average Severity
California Enterprise Agencies,1,1.0
"Call A Friend Financial Services, LLC",1,1.0
"Cannon Finance, Inc.",1,1.0
Capehart & Scatchard PA,1,1.0
"Capital M Lending, LLC",1,1.0
Capital Realty Professional LLC,1,1.0
Car Cage Motors Inc,1,1.0
CarPutty Inc.,1,1.0
Care Cash Express LLC,1,1.0
Carmichael & Frost LLC,1,1.0
Carolina's Premier Mortgage Corporation,1,1.0
"Caroline Peters Belsom, Attorney at Law, LLC",1,1.0
Cars America Inc.,1,1.0
"Cars-N-Credit Finance, Inc.",1,1.0
CaseAdvance,1,1.0
Cash In Minutes,1,1.0
Cash Max LLC,1,1.0
Cass & Associates,1,1.0
"Castle Peak Mortgage, LLC",1,1.0
"Castle Restorations, Inc.",1,1.0
Century Financial Group,1,1.0
"Certus Capital, LLC",1,1.0
Charlottesville Settlement Company,1,1.0
Check Cashing & Loans,1,1.0
"Check Loans of South Carolina, Inc.",1,1.0
"Cheney Financial Services, Inc.",1,1.0
Chester County Auto Finance Inc,1,1.0
"Christensen Financial, Inc.",1,1.0
Citizen Mortgage,1,1.0
Class AMC Intermediate,1,1.0
Clear Lending Corp,1,1.0
"ClearBalance Holdings, LLC",1,1.0
Cleveland Mortgage Corporation,1,1.0
"Clunk Hoose Co., LPA",1,1.0
Coastal Bend Loans,1,1.0
"Coastline Capital Fund Management, LLC",1,1.0
Coconut Point Finance,1,1.0
"Cody Barden Daniels & Palo, Inc. dba The Commercial Agency",1,1.0
"Commercial Research & Recovery, Inc.",1,1.0
Commercial and Medical Credit Services,1,1.0
"Community Credit of Leeds, Inc.",1,1.0
"Concorde Land Title Services, Inc.",1,1.0
"Construction Credit and Finance Group, LLC",1,1.0
Consumer Credit Counseling Service of San Francisco,1,1.0
Consumer Receivables Management LLC,1,1.0
Continental Finance Capital Corporation,1,1.0
"Conville & Conville, PLLC",1,1.0
"Cope Enterprises, LLC",1,1.0
"Copper Lake Financial, LLC",1,1.0
"Core Mortgage Services, LLC",1,1.0
"Cornerstone Mortgage Group, LLC",1,1.0
"Cornerstone Mortgage, LLC",1,1.0
"Corpra Care, Inc.",1,1.0
"Cortland Capital Group, LLC",1,1.0
"Costner Law Office, PLLC",1,1.0
"Council Law Group, PLLC",1,1.0
"Counsel Mortgage Group, LLC",1,1.0
Counselors Title LLC,1,1.0
Covington Pike Acceptance Company,1,1.0
Craig's Auto & RV Inc,1,1.0
"Crawford & von Keller, LLC",1,1.0
CrediFlash LLC,1,1.0
Credilife ...A Financial Wellness Company,1,1.0
Credit Bureau of Havre,1,1.0
Credit Diva of Dallas Inc.,1,1.0
Credit Mount,1,1.0
Credit Points LLC,1,1.0
Credit Power LLC,1,1.0
Credit Recovery Consultants,1,1.0
Credit Service Repair,1,1.0
Credit Star Funding,1,1.0
"Crimson Mortgage, Inc.",1,1.0
Cross Country Financial Corporation,1,1.0
"Cross State Motors, LLC",1,1.0
Crossman Portfolio Management,1,1.0
Crosspoint Financial Inc.,1,1.0
"Crux Commercial Partners, LLC",1,1.0
"Crystal R. Cole, Attorney at Law",1,1.0
"Curtin Law Firm, P.C.",1,1.0
"DA AUTO GROUP, INC",1,1.0
DARCARS AUTOMOTIVE  (Mariam Inc.),1,1.0
DEPENDON COLLECTION SERVICE INC,1,1.0
"DHA FINANCIAL, INC.",1,1.0
DMA Financial Corp.,1,1.0
"DOSS Group, Inc.",1,1.0
DRAGAS MORTGAGE COMPANY,1,1.0
DSJ Service Corporation,1,1.0
"DSW Mortgage, Inc.",1,1.0
"Dadiwah 13 of Marietta, Inc.",1,1.0
"Dakota Bluff Financial, LLC",1,1.0
"Dalty Acquisitions, Inc.",1,1.0
Daramad LLC,1,1.0
"Darby Law Firm, LLC",1,1.0
Darwin Solutions Inc.,1,1.0
David E. Gray Attorney at Law LLC,1,1.0
"Davis & Amaral Mortgage Consultants, Inc.",1,1.0
"Davis, Pickren, Seydel & Sneed, LLP",1,1.0
"DeConcini McDonald Yetwin & Lacy, PC",1,1.0
"Deason Title Agency, LLC",1,1.0
Delay Group DBA The Debt Management Group,1,1.0
"Delphi Law Group, LLP",1,1.0
Democracy Capital Corporation,1,1.0
"Demorest Group, LLC",1,1.0
Devgru Financial LLC,1,1.0
"Devor Mortgage Investment Corp, DBA Quality Home Mortgage",1,1.0
Diamond Advances LLC,1,1.0
Digital Currency Group Inc,1,1.0
"Digital Mortgage, LLC",1,1.0
"Direct Home Loans, LLC",1,1.0
"Direct, Inc",1,1.0
"Donald G. Karpowich, Attorney-at-Law, PC",1,1.0
Double D Finance dba Idaho Finance,1,1.0
DoubleCheck Solutions,1,1.0
"Dowler Law Firm, PLLC",1,1.0
Dressman Benzinger LaVelle PSC,1,1.0
DriveNow Leasing LLC,1,1.0
"Duane C. Romanello, P.A., Inc.",1,1.0
"Duke Capital, LLC",1,1.0
ECredable,1,1.0
"EMPIRE HOME MORTGAGE, INC.",1,1.0
"ERO LENDING,LLC",1,1.0
"EVERETT ASSOCIATION OF CREDIT MEN, INC.",1,1.0
EZ Finance Company,1,1.0
"EZ Mortgages, Inc",1,1.0
"Eagle Creek Mortgage, LLC",1,1.0
Eagle Phillips LLC,1,1.0
Eastern Recovery Management Inc,1,1.0
Eastside Funding LLC,1,1.0
Eblen Freed PC,1,1.0
"Eckhoff & Massarelli, P.C.",1,1.0
Edco Bridge,1,1.0
"Educational Funding Resources, Inc.",1,1.0
"Efficient Recovery Services, LLC",1,1.0
"Eisenberg, Gold & Agrawal, P.C.",1,1.0
"El Dorado Financial, Inc. DBA Omni Financial",1,1.0
El Paisano Motors Inc.,1,1.0
Electric Solidus LLC,1,1.0
Elite Recreational Finance,1,1.0
Elsea Financial Services Inc.,1,1.0
"Emerge Financial Services, Inc.",1,1.0
Encompass Mortgage Services Inc.,1,1.0
"Enhanced Recovery Services 2, Inc.",1,1.0
Enium Capital Group LLC,1,1.0
"Equihome Mortgage, LLC",1,1.0
"Equity 4 U, Inc.",1,1.0
"Equity Wave Lending, Inc.",1,1.0
Ershowsky Verstandig PLLC,1,1.0
"Esler And Lindie, P.A.",1,1.0
Evans & Green LLP,1,1.0
"Even Responsible Finance, Inc.",1,1.0
Evergreen Anchor Capital LLC,1,1.0
"Executive Lending Group, LLC",1,1.0
Executive Title Company,1,1.0
"F C Tucker Company, Inc",1,1.0
"F10 Financial Group, LLC",1,1.0
F5 Mortgage LLC,1,1.0
FERRANTE ASSOCIATE,1,1.0
FHC Mortgage,1,1.0
"FIRST AMERICAN ACCEPTANCE CO., LLC",1,1.0
FORTIFI FUNDING III LLC,1,1.0
"FORTUNE FINANCIAL, INC.",1,1.0
"FPS-Nationwide, LLC",1,1.0
FTA Financial LLC,1,1.0
Fairfax Lending Inc.,1,1.0
Fairway Consumer Discount Company,1,1.0
Farm Bureau Finance Company,1,1.0
Fast Money Loan,1,1.0
"Fendelman & Associates, LLC",1,1.0
Fidelity First Real Estate and Mortgage Inc,1,1.0
"FinanceCo of Kansas, Inc",1,1.0
Finest Title Company,1,1.0
"Fink & McGregor Mortgage, LC",1,1.0
"First Advantage Title Partners, LLC",1,1.0
"First Choice Lending Group, LP",1,1.0
First Choice MH LLC,1,1.0
First Class Autos Inc,1,1.0
First Coast Auto Finance,1,1.0
First Credit Corporation,1,1.0
First Equity Mortgage Group LLC,1,1.0
First Financial of Tennessee Home Loans LLC,1,1.0
"First Florida Financial, Inc.",1,1.0
"First Home Equity Loans, LLC",1,1.0
First Pacific Funding Inc.,1,1.0
"Flathmann and Stern, LLC",1,1.0
"FlexPoint, Inc.",1,1.0
Florida Coastal Closing & Escrow LLC,1,1.0
Florida Equity Capital,1,1.0
"Flyhomes Mortgage, LLC",1,1.0
"Flyhomes, Inc.",1,1.0
Fontenot Parker and Associates,1,1.0
Fort Payne Finance Co. Inc.,1,1.0
"Fountain, Schultz & Associates, P.L.",1,1.0
Francois Capital LLC,1,1.0
"Frank, Frank, Goldstein & Nager, P.C.",1,1.0
"Franklinton Pre-Owned, Inc.",1,1.0
"Free Debt USA, Inc",1,1.0
Freeborn & Peters LLP,1,1.0
"Freedom First Financial Services, Inc.",1,1.0
"Fridge & Resendez, P.C.",1,1.0
"Fulkerson Wing, P.C.",1,1.0
G & D COMPLIANCE,1,1.0
"G.R.S Holdings, Inc",1,1.0
"G.W. Golden Enterprises, Inc.",1,1.0
GENEQUITY MORTGAGE,1,1.0
"GIBSON MORTGAGE, INC.",1,1.0
"GLOBAL TRUST FINANCE, LLC",1,1.0
GOLDEN BEAR CAPITAL INC.,1,1.0
GRANDE HOMES INC,1,1.0
GRB Law,1,1.0
GREAT LAKES HIGHER EDUCATION CORPORATION,1,1.0
"Galin Mortgage Lending, LLC",1,1.0
Garden State Mortgage Corp.,1,1.0
Gary A. Smiley Assoc.,1,1.0
"Gary L. Brueggeman, Attorney at Law",1,1.0
"Gaskell & Giovannini, LLC",1,1.0
"Gault Financial, LLC",1,1.0
"Georgia Medical Collection Services, Inc.",1,1.0
"Gergory, Doyle, Calhoun & Rogers, LLC",1,1.0
Get Financed LLC,1,1.0
"Gillman Interests, Inc.",1,1.0
Girosol Corp.,1,1.0
"Global American Title Agency, Inc.",1,1.0
"Gold Law, A Professional Corporation",1,1.0
"Goldman, Imani & Goldberg, Inc",1,1.0
Good Friend Mortgage Inc.,1,1.0
"Good Funding, LLC",1,1.0
Goodman Law PLLC,1,1.0
"Gordon, Feldbaum & Cantora",1,1.0
Grads Financial,1,1.0
"Grande Financial, Inc",1,1.0
"Granite Law Group, PLLC",1,1.0
Great Northern Mortgage Corp.,1,1.0
"Green Tree Case Funding, LLC",1,1.0
"Greenkey Financial, Inc.",1,1.0
Greenway Mortgage Funding Corp.,1,1.0
"Gregg & Gregg, P.C.",1,1.0
"Gregg M. Horowitz, P.A",1,1.0
Gregory Hagan,1,1.0
Groundwork Holdings LLC,1,1.0
Guaranty Solutions LLC,1,1.0
Guardian Angel Mortgage,1,1.0
Gulf Coast Auto Credit Corporation,1,1.0
"Gulf Coast Financial Associates, Inc.",1,1.0
"Gulf Coast Real Estate Emerald Coast, LLC,  d/b/a Motto Mortgage On The Gulf",1,1.0
"Gulf States Financial, L.L.C.",1,1.0
"Guy C. Zukeran, Attorney at Law, LLLC",1,1.0
HARRIS AUTOMOTIVE GROUP LLC,1,1.0
HOMEPROMISE CORPORATION,1,1.0
"HONG LAN SERVICES, INC.",1,1.0
"HOVOT Management, LLC",1,1.0
Habitat for Humanity of Boulder Valley,1,1.0
"Hall & Ludlam, PLLC",1,1.0
Hanbery & Turner P.A.,1,1.0
Handshake Home Loans Inc.,1,1.0
Hanwha QCells USA Corp,1,1.0
"Harrington, anderson & deblasio",1,1.0
Harris Law Group,1,1.0
"Hasson Law, LLC",1,1.0
"Hawk, Haynie, Kammeyer & Smith, LLP",1,1.0
"Haws, Inc. d/b/a Loan House",1,1.0
Hays Potter & Martin LLP,1,1.0
Henry Andrew Schmidt III,1,1.0
Highline Automotive Inc.,1,1.0
Hileman & Associates PC,1,1.0
Home Financial Corporation,1,1.0
Home Funding Corporation,1,1.0
Home Loans Inc,1,1.0
"HomeLight, Inc.",1,1.0
"HomePace, Inc.",1,1.0
HomeQuest Mortgage Corporation,1,1.0
"HomeTown Lending Partners, LLC",1,1.0
Homes By Hunt LLC,1,1.0
Homestead Designation Services,1,1.0
"Hopkins Financial Services, Inc.",1,1.0
"Horizon Financial Group, Inc.",1,1.0
"Horizon Lending services, LLC",1,1.0
"Horizon West Financial, Inc",1,1.0
Horman Nichols LLC,1,1.0
Housing & Financial Educator,1,1.0
"Houston Home Loan, Inc.",1,1.0
Howard Howe Attorney at Law,1,1.0
"Howard L. Stomel, A Professional Corporation    AKA  Law Offices of  Howard L. Stomel",1,1.0
"Howard Solochek & Weber, S.C.",1,1.0
Hudson United Mortgage LLC,1,1.0
Huston & Angus,1,1.0
"Hypur, Inc",1,1.0
"I-NET, INC.",1,1.0
"INTEGRA SERVICING, LLC",1,1.0
INTERFIRST LENDING CORPORATION,1,1.0
IVAN BROWN,1,1.0
"Ideal Lending Solutions, Inc.",1,1.0
"Indian River County Habitat for Humanity, Inc.",1,1.0
Infinity Home Lending,1,1.0
Inland Debt Management,1,1.0
"Inlanta Mortgage, Inc.",1,1.0
"Insight Financial, LLC",1,1.0
Inspire Mortgage LLC.,1,1.0
"Instant Loans, Inc",1,1.0
"Integrity Home Lending, LLC",1,1.0
"Integrity Home Mortgage and Finance, Inc.",1,1.0
"Intelty, Inc",1,1.0
International Credit Inc,1,1.0
"International Mortgage & Finance Group, Inc.",1,1.0
"Interstate Credit Solutions, LLC",1,1.0
InvestMark Mortgage,1,1.0
"Invicta Mortgage Group, Inc.",1,1.0
"Irongate Home Finance, LLC",1,1.0
Island Mortgage Source Inc,1,1.0
"Island Portfolios Services, LLC",1,1.0
J Martinez Investments LLC,1,1.0
J. B. Collections,1,1.0
"J. J. WALKER & ASSOCIATES, LLC",1,1.0
"JACKSON & McPHERSON, LLC",1,1.0
"JAMS-01, Inc",1,1.0
JFK FINANCIAL INC.,1,1.0
"JMC Leasing Specialties, LLC",1,1.0
"JOHNSON MORTGAGE COMPANY, LLC",1,1.0
JUMBO LOAN EXPERTS LLC,1,1.0
"Jackson Law Offices, PLLC",1,1.0
"James W. Crocker, PC",1,1.0
"John B. Ingleson, Attorney at Law",1,1.0
John C. Compton PC,1,1.0
"Jones Law Group, LLC",1,1.0
"Jonsue, LLC",1,1.0
Judgment Acquisitions Unlimited Inc,1,1.0
K Rockford LLC,1,1.0
"K2 Lending, Inc.",1,1.0
"KAITER ENTERPRISES, INC, DBA COLORADO LENDING GROUP",1,1.0
KCB Credit LLC,1,1.0
KCM & AHS LLC,1,1.0
KENT MORTGAGE CORPORATION,1,1.0
KITTREDGE MORTGAGE CORPORATION,1,1.0
KOP Collection Services LLC,1,1.0
KPL Select Mortgage Inc,1,1.0
Kaiter Enterprises Inc.,1,1.0
Keeping Capital LLC,1,1.0
Kees to Success,1,1.0
"Keith A. Ringelspaugh, P.A.",1,1.0
Kelly Harvey P.C.,1,1.0
"Kendris, LLC",1,1.0
Keyhole Financial Services,1,1.0
"Keypoint Mortgage, LLC",1,1.0
Keys Auto Finance Inc,1,1.0
Keystone Mortgage Group LLC,1,1.0
Kirk Law Group PLLC dba Kirk Law,1,1.0
"Kolter Financial Services, LLC",1,1.0
"Krawczyk, Duginski & Rohr, S.C.",1,1.0
"Kuber Financial, LLC",1,1.0
"Kurt A. Holmes, PA",1,1.0
"LAFOURCHE MORTGAGE & LOAN, INC.",1,1.0
"LAKELAND BANCORP, INC.",1,1.0
"LANDMARK ACCOUNTS, INC",1,1.0
"LAW OFFICES OF ROBERT S. PERRY, P.C.",1,1.0
"LEIJA ENTERPRISES, INC.",1,1.0
LIGHTHOUSE MORTGAGE COMPANY INC,1,1.0
"LKN Capital Mortgage, Inc.",1,1.0
"Ladera Ranch Home Loans, Inc.",1,1.0
"Lafayette, Ayers & Whitlock, PLC",1,1.0
Lakeland Recovery Solutions,1,1.0
Lakeside Title Company,1,1.0
Lakeview Mortgage Bankers Corp.,1,1.0
"Land Closing Services, Inc.",1,1.0
Landed Home Loans LLC,1,1.0
"Landis Technologies, Inc.",1,1.0
Lannister Law Corporation,1,1.0
Law Office of Alisa Richman,1,1.0
Law Office of Anthony C. Onwuanibe,1,1.0
Law Office of David A. Fernandez,1,1.0
Law Office of Henry L. Robertson PLLC,1,1.0
Law Office of Marsha D. Holzhauer P.C.,1,1.0
Law Office of R. Gary Shapley,1,1.0
Law Office of Ralph C. Lorigo,1,1.0
Law Office of Ralph L. Sims,1,1.0
Law Offices of Benjamin Woo,1,1.0
Law Offices of Bradley G Nykamp PC,1,1.0
Law Offices of Frank J. Maier & Associates,1,1.0
Law Offices of Gary A Bemis APC,1,1.0
Law Offices of Lawrence P. Zamzok,1,1.0
"Law Offices of Matthew Baysinger, Inc.",1,1.0
"Law Offices of Nathan Lollis, LLC",1,1.0
Law Offices of Philip H. Monagan,1,1.0
"Law Offices of Phillip B. Ochs, Esq.",1,1.0
Law Offices of Sarah A Ponath LLC,1,1.0
"Law Offices of Snyder & Associates, LLC",1,1.0
Law Offices of Stage & Associates PA,1,1.0
"Lawrence A. Patish, P.C.",1,1.0
"Lawyers Title of Cincinnati, Inc.",1,1.0
"LeVasseur Dyer & Associates, PC",1,1.0
"Leatherstocking Group, Inc.",1,1.0
"Lee Petersen, Attorney",1,1.0
Legacy Title Service,1,1.0
"LegumFitzpatrick, PLC",1,1.0
"Lender Services, Inc",1,1.0
Lenders Valuation Services,1,1.0
Levon Gukasyan DBA Garman Financial,1,1.0
"Lewisfin.com, LLC",1,1.0
Lexicon Title Services LLC,1,1.0
Lexington Capital Holdings LTD,1,1.0
"Liberate Debt, Inc. 9156",1,1.0
"Lighthouse Realty & Mortgage, Inc",1,1.0
"Lightspeed Mortgage, Inc.",1,1.0
Loan Fox Inc,1,1.0
Loan Garden LLC,1,1.0
Loan Park (Loanpark Mortgage Lending),1,1.0
"Loan Velocity, Inc.",1,1.0
"Loanatik, L.L.C.",1,1.0
Loancare Auto Finance,1,1.0
"Loandrone, Inc.",1,1.0
"Lofstrom Law Firm, LLC",1,1.0
Lone Star Credit Co. Inc,1,1.0
Longhorn Asset Management LLC,1,1.0
Lori J. Frank PC,1,1.0
"Lota Financial Group, Inc.",1,1.0
"Lucie R. Bernheim, Attorney at Law",1,1.0
Luna Financial LLC,1,1.0
"Luper Neidenthal & Logan, A Legal Professional Association",1,1.0
M H Loans Corporation,1,1.0
"MAC5 Mortgage, Inc.",1,1.0
"MACOY CAPITAL PARTNERS, INC.",1,1.0
"MBM Collections, LLC",1,1.0
MBO Holdings Corp.,1,1.0
MCI Mortgage Inc,1,1.0
"MCM Holdings, Inc.",1,1.0
METRO ISLAND MORTGAGE INC.,1,1.0
ML Mortgage Corp.,1,1.0
"MORTAGE WAREHOUSE LLC, THE",1,1.0
MORTGAGE 4 U LLC,1,1.0
MORTGAGE BANK OF CALIFORNIA,1,1.0
"MORTGAGES UNLIMITED, INC.",1,1.0
MTH LENDING GROUP LP,1,1.0
Mahomes Capital,1,1.0
Make A Way Worldwide,1,1.0
"Manhattan Financial Group, Inc.",1,1.0
"Mann & Carducci Co., LPA",1,1.0
Manufacturers Acceptance Corp.,1,1.0
"March Motors, Inc.",1,1.0
"MarineMax East, Inc.",1,1.0
"Mark Sank & Associates, LLC",1,1.0
"Martell & Ozim, PA",1,1.0
Maryville Collection Service Incorporated,1,1.0
"Maven Asset Management, Inc.",1,1.0
"Maxim Lending, Corp",1,1.0
Maynard Nexsen PC,1,1.0
McCallin Law Offices,1,1.0
"McManamy, McLeod, Heller, LLC",1,1.0
"McPhail Sanchez, LLC",1,1.0
"Medical Delinquency Management, Inc",1,1.0
"Mercadolar, Inc.",1,1.0
Merchants Acquisition Group LLC,1,1.0
"Meridian Capital Management, LLC",1,1.0
Meridian Title  Corporation,1,1.0
"Metro Denver Title, LLC",1,1.0
"Metropolitan Bureau of Collections, Inc.",1,1.0
"Metropolitan Title, LLC",1,1.0
"Meyer & Kerschner, Ltd.",1,1.0
"Michael C. Koehn, S.C.",1,1.0
Michael Scott Cohen LLC,1,1.0
Michigan First Title Agency,1,1.0
"Mid-Continent Funding, Inc.",1,1.0
"Midstate Finance Company, Inc.",1,1.0
"Midwest Bankers Mortgage Services, Inc",1,1.0
"Midwest Credits, Inc.",1,1.0
Midwest Recovery Ltd,1,1.0
"Milberg, Klein PL",1,1.0
"Minnesota Financial Solutions, LLC",1,1.0
"Minnesota Home Financial, LLC",1,1.0
Miranda Holdings LLC DBA Total Credit Relief,1,1.0
Mjollnir Group,1,1.0
Mohsin Mortgage Corp.,1,1.0
Monex Inc.,1,1.0
"Money Hungry, LLC",1,1.0
Money Tree Cash House llc,1,1.0
Moneyguard LLC,1,1.0
"Moneylink Mortgage, Inc.",1,1.0
"Moneytree Financial Services, Inc.",1,1.0
Moran Financial Group LLC,1,1.0
"Morgan & Curtis Associates, Inc.",1,1.0
Morningside Funding LLC,1,1.0
"Mortgage Lending Masters, LLC",1,1.0
"Mortgage Professionals of Sun Valley, Incorporated",1,1.0
"Mortgage Professionals, Inc.",1,1.0
Mortgage South of Tennessee Inc.,1,1.0
Mortgage Vintage Inc.,1,1.0
Mortgage.Shop LLC,1,1.0
"Moskowitz Mandell Salim & Simowitz, PA",1,1.0
"Mr. Mortgage, LLC",1,1.0
"Murrell Law, LLC",1,1.0
"MyPrimeHomeLoan.com, LLC",1,1.0
"Mythe Huff & Murphy, PC",1,1.0
"NATIONAL FUNDING, INC.",1,1.0
NATIONAL NETWORK NEGOTIATOR'S INC.,1,1.0
NATIONS TRUST MORTGAGE CORPORATION,1,1.0
NATIONS TRUST MORTGAGE INC,1,1.0
"NCC Holdings, LLC",1,1.0
"NEW CENTURY FINANCIAL, L.L.C.",1,1.0
"NORTH GEORGIA LOANS, INC",1,1.0
"NORTHPOINT MORTGAGE, INC.",1,1.0
"NSA Partners, Ltd.",1,1.0
NSH Partnership,1,1.0
"NY Community Financial, LLC",1,1.0
Nathan A Schwartz PA,1,1.0
National Foreclosure Rescue Center,1,1.0
"National Litigation Law Group, LLP",1,1.0
"National Recovery Association, LLC.",1,1.0
Nations Mortgage LLC,1,1.0
Nationwide Servicing Center Inc,1,1.0
"Nationwide T & L Holdings, LLC",1,1.0
"Nationwide TFS, LLC",1,1.0
"Negotiation Credit Services, LLC",1,1.0
Neighborhood Housing Services of NYC,1,1.0
Nelson Automotive Finance,1,1.0
Nemovi Law Group,1,1.0
"New Horizons Finance Company, Inc",1,1.0
New Start Capital,1,1.0
New Start Financial,1,1.0
Newman & Lickstein,1,1.0
Niederman Stanzel & Lindsey,1,1.0
"Nolensville Road Auto Mart, Inc.",1,1.0
"North American Service Company, Inc.",1,1.0
Northrim Capital Investments Co.,1,1.0
Northwest Acceptance Corp. Inc.,1,1.0
"Northwest Contract Collections, Inc.",1,1.0
Novation Inheritance LLC,1,1.0
"NuView Financial Services, LLC",1,1.0
"O&G Title, Inc",1,1.0
"ONE WAY RECOVERY SOLUTIONS, LLC",1,1.0
ONLINE MORTGAGE GROUP,1,1.0
ONTARIO AUTO LENDING,1,1.0
"ONYX Lending, LLC",1,1.0
OVERSTOCK.COM INC,1,1.0
"Occupational Management Group, LLC",1,1.0
"Odunlami Law Firm, LLC",1,1.0
Off Lease Only Inc.,1,1.0
"Old Dominion Mortgage Co., Inc",1,1.0
"Old Union Financial, LLC",1,1.0
"Olin Berthelot & Associates, L.L.C.",1,1.0
Olympia Title & Escrow Corporation,1,1.0
"Omni Group, Inc",1,1.0
"Omni-Fund, Inc.",1,1.0
"On The Barrelhead, LLC",1,1.0
"One on One Mortgage loans, inc",1,1.0
"Optimal Management Group, LLC",1,1.0
Orange Tree Holdings LLC,1,1.0
"Origen Capital Investments II, LLC",1,1.0
"Ostarch Hilmy & McCauley, PLLC",1,1.0
"Owl Automotive Group, Inc.",1,1.0
"Own Up Holdings, Inc.",1,1.0
P.M.B. Inc. dba Twin Tier Mortgage,1,1.0
PACIFIC FORESIGHT FINANCIAL CORPORATION,1,1.0
PACOR MORTGAGE CORP.,1,1.0
"PAR FINANCE, INC.",1,1.0
PB Financial Group Corp,1,1.0
PCF Holdings Corp.,1,1.0
"PCMA, Inc.",1,1.0
PERLAND TITLE & ESCROW SERVICES CORP,1,1.0
PLACID NK CORPORATION,1,1.0
"PNK INVESTMENTS, LLC",1,1.0
"POINT ESCROW, LLC",1,1.0
"PRACTICAL VENTURES, LLC.",1,1.0
PREFERRED LOANS LLC,1,1.0
PREMIER HOME MORTGAGE LOANS,1,1.0
PRIDE LENDING LLC,1,1.0
PROFESSIONAL SOLUTIONS GROUP,1,1.0
PacWest Funding Inc,1,1.0
Pacific Capital Mortgage Corporation,1,1.0
"Pacific Coast Legal Services, Inc.",1,1.0
Pacific Mortgage Planning LLC,1,1.0
"Pacific National Lending, Inc.",1,1.0
Packers HC LLC,1,1.0
"Padfield & Stout, LLP",1,1.0
"Pando Mortgage, LLC",1,1.0
Paradigm Capital Group,1,1.0
"Paragon Mortgage Services, Inc.",1,1.0
Park Company Realtors,1,1.0
Partridge Snow & Hahn LLP,1,1.0
"Pasadena Receivables, Inc.",1,1.0
"Pave, Inc.",1,1.0
"Payday Motors, Inc.",1,1.0
"Pegasus Legal Capital, LLC",1,1.0
People's Finance Co,1,1.0
"Peter T. Roach and Associates, P.C.",1,1.0
"Peters & Associates, LLP",1,1.0
"Phelan Hallinan Diamond & Jones, PLLC",1,1.0
"Phil Watson, P.C.",1,1.0
"PingYo, Inc.",1,1.0
Pipeline Ventures,1,1.0
"Pitbladdo Botteron and Jarvis, LLC",1,1.0
"Pizer & Associates, P.C.",1,1.0
Poole Mahoney PC,1,1.0
Porter Law Firm,1,1.0
"Portview Billing Services, LLC",1,1.0
Potomac Trust Mortgage Company LLC,1,1.0
Praxis Finance LLC,1,1.0
"Precise Home Loans, LLC",1,1.0
"Predian Financial Services, LLC",1,1.0
"Premier Lending, Inc.",1,1.0
Premium Security Inc.,1,1.0
"PrimeLine Capital, Inc.",1,1.0
"Princeton Financial, LLC",1,1.0
Priority Recovery Law PLC,1,1.0
"Pro Equity Partners, Inc.",1,1.0
"Professional Mitigation Services, Inc",1,1.0
"Proscript media and advertising services, llc DBA Bank Rover",1,1.0
Prospering Home Loans LLC,1,1.0
Provadus LLC,1,1.0
"Public Title Services, LLC",1,1.0
QUEST FINANCE  LLC,1,1.0
"Quad Cities Financial, Inc.",1,1.0
"Quality Title, Inc.",1,1.0
Quantum Accounts Receivable Management Services Inc.,1,1.0
"Quantum Financial, Inc.",1,1.0
"R&R Medical Billing, Inc.",1,1.0
"RAYBOUN MULLIGAN, PLLC",1,1.0
REDWOOD MORTGAGE INVESTORS,1,1.0
RESIDENTIAL WHOLESALE MORTGAGE,1,1.0
RESPONSIVE MORTGAGE CORPORATION,1,1.0
REVERSE e MORTGAGE LLC Dba CrossPoint Funding,1,1.0
"ROWLETT MORTGAGE LENDING, LTD",1,1.0
RP Field Services LLC,1,1.0
"RUPP AND ASSOCIATES, INC.",1,1.0
"RUSSELL, MIRKOVICH & MORROW",1,1.0
"Randolph Walzer & Associates, LLC",1,1.0
"Rapido Credit Repair, Inc.",1,1.0
Rapture Technology,1,1.0
"Rate Rabbit, Inc.",1,1.0
"Real Pay, Inc",1,1.0
"Reax Capital, LLC",1,1.0
"Receivables Management Associates, Inc.",1,1.0
"Redfin Mortgage, LLC",1,1.0
Rediger Investment Corporation,1,1.0
"Reliable Home Lenders, LLC",1,1.0
Repair Like A Pro LLC,1,1.0
Residential Funding Consultants LLC,1,1.0
"Results Mortgage, LLC",1,1.0
"Rhame, Elwood & McClure PC",1,1.0
"Richard A. Abrams, Attorney at Law",1,1.0
"Richard D. London & Associates, P.C.",1,1.0
"Richard P. Joblove, P.A.",1,1.0
"Richard T. Smith, PC dba Smith Cavin & Corbin, LLC",1,1.0
"River City Finance Co., Inc.",1,1.0
"River City Financial, LLC",1,1.0
Robert E. Lee Attorney At Law,1,1.0
Robert Morgan Group Inc,1,1.0
"Robert P. Tomasso Mortgage Company, Inc",1,1.0
Roc Capital Holdings LLC,1,1.0
"Rock Solid Funding, LLC",1,1.0
"Rockport Holdings, LLC",1,1.0
"Rogers, Carter & Payne, LLC",1,1.0
"Romain Automotive, LLC",1,1.0
"Roost Lending, Inc.",1,1.0
"Rosen Legal, LLC",1,1.0
"Rutledge Law Firm, P.C",1,1.0
S Foreman & Associates Inc,1,1.0
"S.S. Sampliner & Co., Inc.",1,1.0
"SANFORD & ADAMS, Attorneys at Law PLLC",1,1.0
"SCSM, Inc. dba ABC Collectors, Inc.",1,1.0
SCW Acquisitions LLC DBA TrustARG,1,1.0
